DIST_ID,PROC_NUM,FOLIO_NUM,SITE_ADDR,CONFIDENTIAL_FLAG,FPAY_NAME,ASSE_DATE,FEET_CODE,STATUS_CODE,COL_CON,COL_ADM,CRED_AMT,DEF_AMT,DEF_ADM,ASSD_CATTHRES_CATC_CODE,ASSD_BASIS_QTY,Textbox54,Textbox55,Textbox56,Textbox30,Textbox34,Textbox58,Textbox18,Textbox20,Textbox22,Textbox31,Textbox35,Textbox26
1,M2018002354-0,531190210020,640 DE SOTO,,,12/26/2017,ROAD,A,"$1,021,512.10 ","$20,430.24 ",$0.00 ,$0.00 ,$0.00 ,310-00,122,"$23,077,683.52 ","$463,502.34 ","$176,749.17 ","48,422.94",$968.46 ,"950,884.36","$1,854,239,202.74 ","$37,279,770.93 ","$5,599,220.21 ","$14,012,914.88 ","$2,633.64 ","32,777,966.39"
1,M2018001677-0,531200360150,4299 NW 36 ST,,125494-EB HOTEL MIAMI LLC,12/7/2017,ROAD,C,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,310-00,0,"$23,077,683.52 ","$463,502.34 ","$176,749.17 ","48,422.94",$968.46 ,"950,884.36","$1,854,239,202.74 ","$37,279,770.93 ","$5,599,220.21 ","$14,012,914.88 ","$2,633.64 ","32,777,966.39"
1,M2018001920-0,940250281900,6129 SW 70 ST,,122852-LARKIN COMMUNITY HOSITAL,12/6/2017,ROAD,C,"$31,902.86 ",$638.06 ,$0.00 ,$0.00 ,$0.00 ,610-00,"1,900.00","$23,077,683.52 ","$463,502.34 ","$176,749.17 ","48,422.94",$968.46 ,"950,884.36","$1,854,239,202.74 ","$37,279,770.93 ","$5,599,220.21 ","$14,012,914.88 ","$2,633.64 ","32,777,966.39"
1,M2018000641-0,940250110070,6101 SUNSET DR,,125342-MANASANAN PHORASAMEE,11/17/2017,ROAD,C,"$24,588.99 ",$491.78 ,$0.00 ,$0.00 ,$0.00 ,820-00,-790,"$23,077,683.52 ","$463,502.34 ","$176,749.17 ","48,422.94",$968.46 ,"950,884.36","$1,854,239,202.74 ","$37,279,770.93 ","$5,599,220.21 ","$14,012,914.88 ","$2,633.64 ","32,777,966.39"
1,M2018000641-0,940250110070,6101 SUNSET DR,,125342-MANASANAN PHORASAMEE,11/17/2017,ROAD,C,"$24,588.99 ",$491.78 ,$0.00 ,$0.00 ,$0.00 ,932-00,790,"$23,077,683.52 ","$463,502.34 ","$176,749.17 ","48,422.94",$968.46 ,"950,884.36","$1,854,239,202.74 ","$37,279,770.93 ","$5,599,220.21 ","$14,012,914.88 ","$2,633.64 ","32,777,966.39"
1,M2018004301-0,940360310190,7310 SW 63 CT,,121906-ANGELO GERARD RODRIGUEZ,12/26/2017,ROAD,C,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,"$23,077,683.52 ","$463,502.34 ","$176,749.17 ","48,422.94",$968.46 ,"950,884.36","$1,854,239,202.74 ","$37,279,770.93 ","$5,599,220.21 ","$14,012,914.88 ","$2,633.64 ","32,777,966.39"
1,M2018004301-0,940360310190,7310 SW 63 CT,,121906-ANGELO GERARD RODRIGUEZ,12/26/2017,ROAD,C,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,210-00,-1,"$23,077,683.52 ","$463,502.34 ","$176,749.17 ","48,422.94",$968.46 ,"950,884.36","$1,854,239,202.74 ","$37,279,770.93 ","$5,599,220.21 ","$14,012,914.88 ","$2,633.64 ","32,777,966.39"
1,M2018002087-0,940360390110,5990 SW 79 ST,,121544-SOMI 5990 LLC,11/16/2017,ROAD,C,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,"$23,077,683.52 ","$463,502.34 ","$176,749.17 ","48,422.94",$968.46 ,"950,884.36","$1,854,239,202.74 ","$37,279,770.93 ","$5,599,220.21 ","$14,012,914.88 ","$2,633.64 ","32,777,966.39"
1,M2018002087-0,940360390110,5990 SW 79 ST,,121544-SOMI 5990 LLC,11/16/2017,ROAD,C,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,210-00,-1,"$23,077,683.52 ","$463,502.34 ","$176,749.17 ","48,422.94",$968.46 ,"950,884.36","$1,854,239,202.74 ","$37,279,770.93 ","$5,599,220.21 ","$14,012,914.88 ","$2,633.64 ","32,777,966.39"
1,M2018001375-0,2220300160430,11553 NW 124 ST,,121732-HARVEST INTERNATIONAL INVESTMENT LLC,12/12/2017,ROAD,C,"$279,052.25 ","$5,581.05 ",$0.00 ,$0.00 ,$0.00 ,150-00,"51,014.00","$23,077,683.52 ","$463,502.34 ","$176,749.17 ","48,422.94",$968.46 ,"950,884.36","$1,854,239,202.74 ","$37,279,770.93 ","$5,599,220.21 ","$14,012,914.88 ","$2,633.64 ","32,777,966.39"
1,M2018001375-0,2220300160430,11553 NW 124 ST,,121732-HARVEST INTERNATIONAL INVESTMENT LLC,12/12/2017,ROAD,C,"$279,052.25 ","$5,581.05 ",$0.00 ,$0.00 ,$0.00 ,710-00,"2,650.00","$23,077,683.52 ","$463,502.34 ","$176,749.17 ","48,422.94",$968.46 ,"950,884.36","$1,854,239,202.74 ","$37,279,770.93 ","$5,599,220.21 ","$14,012,914.88 ","$2,633.64 ","32,777,966.39"
1,M2017016121-0,2220300160350,11455 NW 122 ST,,122702-CPS GLOBAL INVESTMENT LLC,9/19/2017,ROAD,C,"$141,133.64 ","$2,822.67 ",$0.00 ,$0.00 ,$0.00 ,150-00,"30,981.00","$23,077,683.52 ","$463,502.34 ","$176,749.17 ","48,422.94",$968.46 ,"950,884.36","$1,854,239,202.74 ","$37,279,770.93 ","$5,599,220.21 ","$14,012,914.88 ","$2,633.64 ","32,777,966.39"
1,M2017016120-0,2220300160340,11451 NW 122 ST,,122450-CPS GLOBAL INVESTMENTS LLC,9/20/2017,ROAD,C,"$135,539.50 ","$2,710.79 ",$0.00 ,$0.00 ,$0.00 ,150-00,"29,753.00","$23,077,683.52 ","$463,502.34 ","$176,749.17 ","48,422.94",$968.46 ,"950,884.36","$1,854,239,202.74 ","$37,279,770.93 ","$5,599,220.21 ","$14,012,914.88 ","$2,633.64 ","32,777,966.39"
1,M2017005862-0,2220320070010,11700 NW 102 RD,,118973-PACIFIC SCIENTIFIC COMPANY,2/21/2017,ROAD,C,"$49,361.63 ",$987.24 ,$0.00 ,$0.00 ,$0.00 ,710-00,"5,140.00","$23,077,683.52 ","$463,502.34 ","$176,749.17 ","48,422.94",$968.46 ,"950,884.36","$1,854,239,202.74 ","$37,279,770.93 ","$5,599,220.21 ","$14,012,914.88 ","$2,633.64 ","32,777,966.39"
1,M2017009467-0,2220320060050,10050 NW 116 WAY,,"DRI 24 MEDLEY - NO ERASE, FOR ",5/10/2017,ROAD,A,"$17,084.51 ",$341.69 ,$0.00 ,$0.00 ,$0.00 ,150-00,"-1,779.00","$23,077,683.52 ","$463,502.34 ","$176,749.17 ","48,422.94",$968.46 ,"950,884.36","$1,854,239,202.74 ","$37,279,770.93 ","$5,599,220.21 ","$14,012,914.88 ","$2,633.64 ","32,777,966.39"
1,M2017009467-0,2220320060050,10050 NW 116 WAY,,"DRI 24 MEDLEY - NO ERASE, FOR ",5/10/2017,ROAD,A,"$17,084.51 ",$341.69 ,$0.00 ,$0.00 ,$0.00 ,710-00,"1,779.00","$23,077,683.52 ","$463,502.34 ","$176,749.17 ","48,422.94",$968.46 ,"950,884.36","$1,854,239,202.74 ","$37,279,770.93 ","$5,599,220.21 ","$14,012,914.88 ","$2,633.64 ","32,777,966.39"
1,M2017005862-0,2220320070010,11700 NW 102 RD,,118973-PACIFIC SCIENTIFIC COMPANY,2/21/2017,ROAD,C,"$49,361.63 ",$987.24 ,$0.00 ,$0.00 ,$0.00 ,150-00,"-5,140.00","$23,077,683.52 ","$463,502.34 ","$176,749.17 ","48,422.94",$968.46 ,"950,884.36","$1,854,239,202.74 ","$37,279,770.93 ","$5,599,220.21 ","$14,012,914.88 ","$2,633.64 ","32,777,966.39"
1,M2017015177-0,2220320060010,9960 NW 116 WAY,,120852-FLAGLER STATION PHASE 1,8/21/2017,ROAD,C,"$5,349.11 ",$106.98 ,$0.00 ,$0.00 ,$0.00 ,150-00,-557,"$23,077,683.52 ","$463,502.34 ","$176,749.17 ","48,422.94",$968.46 ,"950,884.36","$1,854,239,202.74 ","$37,279,770.93 ","$5,599,220.21 ","$14,012,914.88 ","$2,633.64 ","32,777,966.39"
1,M2017015177-0,2220320060010,9960 NW 116 WAY,,120852-FLAGLER STATION PHASE 1,8/21/2017,ROAD,C,"$5,349.11 ",$106.98 ,$0.00 ,$0.00 ,$0.00 ,710-00,557,"$23,077,683.52 ","$463,502.34 ","$176,749.17 ","48,422.94",$968.46 ,"950,884.36","$1,854,239,202.74 ","$37,279,770.93 ","$5,599,220.21 ","$14,012,914.88 ","$2,633.64 ","32,777,966.39"
1,M2017015586-0,2230040010042,9599 NW 87 AVE,,125990-REID SPENCER VASS,8/28/2017,ROAD,C,$852.60 ,$17.05 ,$0.00 ,$0.00 ,$0.00 ,140-00,243,"$23,077,683.52 ","$463,502.34 ","$176,749.17 ","48,422.94",$968.46 ,"950,884.36","$1,854,239,202.74 ","$37,279,770.93 ","$5,599,220.21 ","$14,012,914.88 ","$2,633.64 ","32,777,966.39"
1,M2018000987-0,2230100110010,8499 NW 80 ST,,122604-AIRPORT NORTH INDUSTRIAL INC ,11/13/2017,ROAD,C,"$502,054.65 ","$10,041.09 ",$0.00 ,$0.00 ,$0.00 ,150-00,"106,600.00","$23,077,683.52 ","$463,502.34 ","$176,749.17 ","48,422.94",$968.46 ,"950,884.36","$1,854,239,202.74 ","$37,279,770.93 ","$5,599,220.21 ","$14,012,914.88 ","$2,633.64 ","32,777,966.39"
1,M2018001559-0,2230110020510,7540 NW 82 ST,,122535-CENTRO CRISTIANO INTERNATIONAL INC ,11/29/2017,ROAD,C,"$3,368.63 ",$67.38 ,$0.00 ,$0.00 ,$0.00 ,560-00,"3,713.00","$23,077,683.52 ","$463,502.34 ","$176,749.17 ","48,422.94",$968.46 ,"950,884.36","$1,854,239,202.74 ","$37,279,770.93 ","$5,599,220.21 ","$14,012,914.88 ","$2,633.64 ","32,777,966.39"
1,M2018001559-0,2230110020510,7540 NW 82 ST,,122535-CENTRO CRISTIANO INTERNATIONAL INC ,11/29/2017,ROAD,C,"$3,368.63 ",$67.38 ,$0.00 ,$0.00 ,$0.00 ,150-00,"-3,713.00","$23,077,683.52 ","$463,502.34 ","$176,749.17 ","48,422.94",$968.46 ,"950,884.36","$1,854,239,202.74 ","$37,279,770.93 ","$5,599,220.21 ","$14,012,914.88 ","$2,633.64 ","32,777,966.39"
1,M2017009237-0,2220320160010,11650 NW 102 RD,,121047-M.E. AND GRAN PARK KEY LLC,5/4/2017,ROAD,C,"$24,280.76 ",$485.62 ,$0.00 ,$0.00 ,$0.00 ,150-00,"5,330.00","$23,077,683.52 ","$463,502.34 ","$176,749.17 ","48,422.94",$968.46 ,"950,884.36","$1,854,239,202.74 ","$37,279,770.93 ","$5,599,220.21 ","$14,012,914.88 ","$2,633.64 ","32,777,966.39"
1,M2018002384-0,2530310010010,2005 NW 110 AVE,,,12/28/2017,ROAD,A,"$1,046,631.25 ","$20,932.63 ",$0.00 ,$0.00 ,$0.00 ,310-00,125,"$23,077,683.52 ","$463,502.34 ","$176,749.17 ","48,422.94",$968.46 ,"950,884.36","$1,854,239,202.74 ","$37,279,770.93 ","$5,599,220.21 ","$14,012,914.88 ","$2,633.64 ","32,777,966.39"
1,M2017004588-0,2530310011250,10839 NW 21 ST,,119648-WORLD OF INVESTMENTS UNLIMITED LLC,2/2/2017,ROAD,C,"$10,525.88 ",$210.52 ,$0.00 ,$0.00 ,$0.00 ,140-00,"3,000.00","$23,077,683.52 ","$463,502.34 ","$176,749.17 ","48,422.94",$968.46 ,"950,884.36","$1,854,239,202.74 ","$37,279,770.93 ","$5,599,220.21 ","$14,012,914.88 ","$2,633.64 ","32,777,966.39"
1,M2017006665-0,2530310160010,1695 NW 110 AVE,,120610-DOLPHIN PROFESSIONAL CENTRE,5/26/2017,ROAD,C,"$964,114.42 ","$19,282.29 ",$0.00 ,$0.00 ,$0.00 ,710-01,"79,862.00","$23,077,683.52 ","$463,502.34 ","$176,749.17 ","48,422.94",$968.46 ,"950,884.36","$1,854,239,202.74 ","$37,279,770.93 ","$5,599,220.21 ","$14,012,914.88 ","$2,633.64 ","32,777,966.39"
